hhh
2025-12-28T22:06:04.845252 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:40:39.776646 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:40:39.921159 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:40:40.076039 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:43:59.399939 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:43:59.529716 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:43:59.657236 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:43:59.788984 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:43:59.893430 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:44:00.026216 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:44:00.164069 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:44:00.295353 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:00.436282 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:00.558257 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:44:00.683849 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:44:00.784416 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:44:00.880806 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:44:00.977197 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:44:01.142706 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:44:01.238498 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:01.466393 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:44:01.604241 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:44:01.799931 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:44:01.905055 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:44:02.011540 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:44:02.217570 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:44:02.353668 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:02.500392 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:02.606428 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:44:02.733233 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:49:38.327886 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:49:38.451407 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:49:38.589135 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:49:38.736885 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:49:38.864251 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:49:38.987015 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:49:39.114574 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:49:39.247368 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:39.373359 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:39.502889 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:49:39.638949 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:49:39.769987 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:49:39.901481 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:49:40.007699 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:49:40.202270 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:49:40.326281 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:40.494097 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:49:40.637503 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:49:40.769162 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:49:40.894855 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:49:41.004147 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:49:41.136181 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:49:41.263510 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:41.379858 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:41.501488 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:49:41.614821 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:50:45.600988 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:50:45.739714 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:50:45.886576 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:50:46.040152 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:50:46.178299 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:50:46.313385 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:50:46.444577 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:50:46.584082 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:46.733800 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:46.873071 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/item | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=SQLI_TEST_%27%22%3B-- | Body={}... | UA=curl/8.5.0 | Hash=bb089a6db6601e54719b275d10b749e3
2025-12-28T23:50:46.992772 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin&pass=SQLI_TEST_%27-- | Body={}... | UA=curl/8.5.0 | Hash=d29b8e351fe4c25ce8ad5a30cf157d3a
2025-12-28T23:50:47.119672 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/api | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"json_data": {"id": "SQLI_TEST_%27%22%3B--"}}... | UA=curl/8.5.0 | Hash=6d1a26652c6797642cba9adb1dc8eac5
2025-12-28T23:50:47.250025 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/product | Attack=Command Injection | Severity=high | Reason=Command injection pattern detected | Query=id=1' | Body={}... | UA=curl/8.5.0 | Hash=6040baa212fd19b534e322a8f6750e15
2025-12-28T23:50:47.376145 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=user=admin'-- | Body={}... | UA=curl/8.5.0 | Hash=2815ffc10541385af713445807ebc0ab
2025-12-28T23:50:47.563276 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/login | Attack=None | Severity=info | Reason=Normal login attempt | Query= | Body={"username": "admin'--", "password": "anything"}... | UA=curl/8.5.0 | Hash=f70c35ec34e9756954e80a1409ca8116
2025-12-28T23:50:47.676300 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:47.832568 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/admin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /admin | Query= | Body={}... | UA=curl/8.5.0 | Hash=c7bdb7e911df3840bd07fe6066c60fc7
2025-12-28T23:50:47.960523 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/login | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=22126050e83c170d6e2af0055943f4c6
2025-12-28T23:50:48.088782 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/wp-admin | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=0f95b26f006398bd319af99866d8b74c
2025-12-28T23:50:48.258953 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/phpmyadmin | Attack=Reconnaissance | Severity=high | Reason=Sensitive admin endpoint accessed: /phpmyadmin | Query= | Body={}... | UA=curl/8.5.0 | Hash=716f0e6ecb2a31e4ba3fd1eed548d755
2025-12-28T23:50:48.352126 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/config | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /config | Query= | Body={}... | UA=curl/8.5.0 | Hash=dd1ab23f51047111b1d878c5a9b294bf
2025-12-28T23:50:48.476934 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/backup | Attack=Reconnaissance | Severity=critical | Reason=Sensitive system file accessed: /backup | Query= | Body={}... | UA=curl/8.5.0 | Hash=c0f6f7e51be774ebc0bebf90b65d974c
2025-12-28T23:50:48.604239 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=sqlmap/1.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:48.728904 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nmap | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:48.871415 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Scanning/Reconnaissance | Severity=medium | Reason=Known scanner tool detected by User-Agent | Query= | Body={}... | UA=nikto | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:50:49.017161 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={"msg": "XSS_TEST_<>\"'"}... | UA=curl/8.5.0 | Hash=3d3780adcba140823e9fea5b19ebf156
2025-12-28T23:51:45.447806 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3C%3E%22%27%28%29 | Body={}... | UA=curl/8.5.0 | Hash=326d25ee358c6d608ca8ff5bd5ef199a
2025-12-28T23:51:45.573422 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=q=XSS_TEST_%3Ctag%3E | Body={}... | UA=curl/8.5.0 | Hash=00d364d93fb927a1b43723f51d3cea12
2025-12-28T23:51:45.701624 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query=input=XSS_TEST_%22%27%3C%3E | Body={}... | UA=XSS-TEST-AGENT | Hash=7e16c358325de10e2e0ddd1215343b78
2025-12-28T23:51:45.830114 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=<script>alert('test')</script> | Body={}... | UA=curl/8.5.0 | Hash=8510b388bc0ce27d41620e414b145ffc
2025-12-28T23:51:45.961248 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/search | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E | Body={}... | UA=curl/8.5.0 | Hash=223f2cec5a8eb624eaac868f538a3509
2025-12-28T23:51:46.094942 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=POST | Path=/comment | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query= | Body={"comment": "<img src=x onerror=alert(1)>"}... | UA=curl/8.5.0 | Hash=3e46bfc558cced4f8b540bc2a4411b98
2025-12-28T23:51:46.228485 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=XSS | Severity=critical | Reason=Multiple XSS patterns detected (2) | Query=name=<svg/onload=alert('XSS')> | Body={}... | UA=curl/8.5.0 | Hash=746ac7bbb81706672fe349c744e77571
2025-12-28T23:51:46.355127 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=<script>alert(1)</script> | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
2025-12-28T23:51:46.488937 | IP=192.168.1.11 | Country=Unknown | Private=True | Method=GET | Path=/ | Attack=Internal Network Scan | Severity=medium | Reason=Access from private IP: 192.168.1.11 | Query= | Body={}... | UA=curl/8.5.0 | Hash=5bd15c18be8fc05ddbcd0618a648f9cb
